schema_version,case_kind,seed,method,method_label,success,reached,collision,min_clearance_m,min_ttc_s,arrival_time_s,penalized_travel_time_s,progress_ratio,average_speed_mps,path_length_m,max_longitudinal_acceleration_mps2,max_lateral_acceleration_mps2,jerk_rms_mps3,time_window_violations,degraded_stop,runtime_ms,iterations,iterative_converged,joint_search_status,joint_domain_size,joint_evaluated_candidates,joint_expanded_spatial_branches,joint_absolute_gap
miku-random-v3,crossing_pedestrian,8,A6,w/o robust occupancy tube,1,1,0,0.23171910504516113,0.14623786188090473,9.0,9.0,1.0,3.4444445555555556,31.000001,2.3114359699570177,0.0,0.8976227358692571,0,0,5.7243780174758285,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,8,A7,w/o alternating refinement,1,1,0,0.23171910504516113,0.14623786188090473,9.0,9.0,1.0,3.4444445555555556,31.000001,2.3114359699570177,0.0,0.8976227358692571,0,0,5.682614981196821,1,1,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,8,MIKU,MIKU,1,1,0,0.23171910504516113,0.14623786188090473,9.0,9.0,1.0,3.4444445555555556,31.000001,2.3114359699570177,0.0,0.8976227358692571,0,0,5.653877014992759,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,9,A1,w/o arrival projection,1,1,0,0.24642683790449432,0.23668301274967032,9.0,9.0,1.0,3.4444445555555556,31.000001,1.9764290144876089,0.0,0.7405407851692657,0,0,5.96012402093038,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,9,A2,w/o longitudinal grouping,1,1,0,0.24642683790449432,0.23668301274967032,9.0,9.0,1.0,3.4444445555555556,31.000001,1.9764290144876089,0.0,0.7405407851692657,0,0,6.035827973391861,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,9,A3,w/o Top-K spatial homotopy,1,1,0,0.24642683790449432,0.23668301274967032,9.0,9.0,1.0,3.4444445555555556,31.000001,1.9764290144876089,0.0,0.7405407851692657,0,0,5.941657989751548,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,9,A4,w/o threat-aware margin,1,1,0,0.24642683790449432,0.23668301274967032,9.0,9.0,1.0,3.4444445555555556,31.000001,1.9764290144876089,0.0,0.7405407851692657,0,0,6.1584880168084055,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,9,A5,w/o temporal homotopy graph,1,1,0,0.5381864587371045,0.4311010098354349,9.0,9.0,1.0,3.446071128452905,31.014640156076144,1.4932086506901314,0.5295983654433132,0.42935402108250653,0,0,4.940081998938695,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,9,A6,w/o robust occupancy tube,1,1,0,0.24642683790449432,0.23668301274967032,9.0,9.0,1.0,3.4444445555555556,31.000001,1.9764290144876089,0.0,0.7405407851692657,0,0,5.935527995461598,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,9,A7,w/o alternating refinement,1,1,0,0.24642683790449432,0.23668301274967032,9.0,9.0,1.0,3.4444445555555556,31.000001,1.9764290144876089,0.0,0.7405407851692657,0,0,5.896993010537699,1,1,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,9,MIKU,MIKU,1,1,0,0.24642683790449432,0.23668301274967032,9.0,9.0,1.0,3.4444445555555556,31.000001,1.9764290144876089,0.0,0.7405407851692657,0,0,5.9012639976572245,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,10,A1,w/o arrival projection,1,1,0,0.18262223086547902,0.158824403910825,9.0,9.0,1.0,3.4444445555555556,31.000001,2.793265357215921,0.0,1.158456240361972,0,0,5.586084007518366,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,10,A2,w/o longitudinal grouping,1,1,0,0.18262223086547902,0.158824403910825,9.0,9.0,1.0,3.4444445555555556,31.000001,2.793265357215921,0.0,1.158456240361972,0,0,5.5777500092517585,1,0,optimal,1,1,1,0.0
